"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Zaïre-Emery, Warren";"France";"D/WB R, DM";"Paris SG";"7";"1";"161940";"88819710";"08.03.2006";"30.06.2029";"2000179712";"868"
"Kudus, Mohammed";"Ghana";"AM RLC, F C";"Spurs";"42";"12";"116000";"83636000";"02.08.2000";"30.06.2031";"13200568";"728"
"Laimer, Konrad";"Autriche";"D/WB R, DM";"FC Bayern München";"49";"5";"163420";"34713370";"27.05.1997";"30.06.2027";"16147659";"915"
"David Neres";"Brésil";"AM RLC";"Parthenope";"8";"1";"107190";"51314430";"03.03.1997";"30.06.2028";"19260918";"1150"
"Schick, Patrik";"Rép. tchèque";"ST";"Bayer 04 Leverkusen";"46";"24";"192260";"60961550";"24.01.1996";"30.06.2030";"25042141";"901"
"Jones, Curtis";"Angleterre / Nigeria";"DM, AM LC";"Liverpool";"6";"1";"127600";"79295670";"30.01.2001";"30.06.2027";"28115788";"676"
"Eric García";"Espagne";"D RC, DM";"Barcelone";"19";"0";"153880";"49112150";"09.01.2001";"30.06.2031";"28116427";"1708"
"ter Stegen, Marc-André";"Allemagne";"GK";"Girona";"44";"0";"269170";"27094840";"30.04.1992";"30.06.2028";"35017428";"814089"
"Chiesa, Federico";"Italie";"AM RLC, F C";"Liverpool";"51";"7";"139200";"56898000";"25.10.1997";"30.06.2028";"43161651";"676"
"Thuram, Khéphren";"France / Guadeloupe";"DM";"Juventus";"1";"0";"71330";"53623580";"26.03.2001";"30.06.2029";"49038952";"1139"
"Vlahovic, Dušan";"Serbie";"ST";"Juventus";"34";"13";"428370";"41931220";"28.01.2000";"30.06.2026";"62182055";"1139"
"Ayoze Pérez";"Espagne";"AM RLC, F C";"Villarreal";"2";"1";"90120";"347999990";"29.07.1993";"30.06.2028";"67172040";"1777"
"Simons, Xavi";"Pays-Bas / Espagne / Suriname";"AM RLC";"Spurs";"28";"5";"232000";"90758400";"21.04.2003";"30.06.2030";"67288555";"728"
"McKennie, Weston";"États-Unis";"WB R, DM, AM RC";"Juventus";"60";"11";"139090";"51070080";"28.08.1998";"30.06.2030";"72048035";"1139"
"Suárez, Luis";"Colombie / Espagne";"ST";"Sporting CP";"7";"4";"48060";"80198390";"02.12.1997";"30.06.2030";"76046285";"1489"
"Nkunku, Christopher";"France / R.D. Congo";"AM RLC, F C";"Casciavit";"14";"1";"178520";"41352300";"14.11.1997";"30.06.2030";"85140301";"1099"
"Kim Min-Jae";"Corée du Sud";"D C";"FC Bayern München";"73";"4";"230710";"32886350";"15.11.1996";"30.06.2028";"89063073";"915"
"Groß, Pascal";"Allemagne";"DM, AM C";"Brighton";"15";"1";"133400";"347999990";"15.06.1991";"30.06.2027";"92017376";"618"
"Jauregizar, Mikel";"Espagne / Pays Basque";"AM C";"A. Bilbao";"0";"0";"89010";"162871010";"13.11.2003";"30.06.2031";"2000134186";"1664"
"Cubarsí, Pau";"Espagne";"D C";"Barcelone";"6";"0";"100250";"111626120";"22.01.2007";"30.06.2029";"2000296497";"1708"
"Martínez, Lisandro";"Argentine";"D LC";"Man Utd";"26";"1";"139200";"76081500";"18.01.1998";"30.06.2027";"14167329";"680"
"David, Jonathan";"Canada / États-Unis";"AM RLC, F C";"Juventus";"67";"36";"214180";"45612830";"14.01.2000";"30.06.2030";"18108540";"1139"
"De Ketelaere, Charles";"Belgique";"AM RC, F C";"Bergamo";"21";"2";"61880";"40525240";"10.03.2001";"30.06.2028";"18110528";"1106"
"Matheus Cunha";"Brésil";"AM RLC, F C";"Man Utd";"15";"1";"232000";"140048190";"27.05.1999";"30.06.2030";"19334410";"680"
"Christensen, Andreas";"Danemark";"D C, DM";"Barcelone";"73";"3";"173080";"39470110";"10.04.1996";"30.06.2026";"27066387";"1708"
"Shaw, Luke";"Angleterre";"D LC";"Man Utd";"34";"3";"232000";"76081500";"12.07.1995";"30.06.2027";"29076105";"680"
"Bowen, Jarrod";"Angleterre";"AM RL, ST";"West Ham";"16";"1";"145000";"73776000";"20.12.1996";"30.06.2030";"29125842";"735"
"Politano, Matteo";"Italie";"AM RLC";"Parthenope";"14";"3";"124920";"347999990";"03.08.1993";"30.06.2028";"43093382";"1150"
"Zaccagni, Mattia";"Italie";"AM LC";"Celesti";"10";"1";"107190";"347999990";"16.06.1995";"30.06.2029";"43125343";"1140"
"Orsolini, Riccardo";"Italie";"AM R";"Bologna";"9";"2";"71330";"40525240";"24.01.1997";"30.06.2027";"43162321";"1111"
"Locatelli, Manuel";"Italie";"DM";"Juventus";"30";"3";"117790";"50048670";"08.01.1998";"30.06.2028";"43167354";"1139"
"Carnesecchi, Marco";"Italie";"GK";"Bergamo";"0";"0";"28530";"30393940";"01.07.2000";"30.06.2030";"43298002";"1106"
"Kubo, Takefusa";"Japon";"AM RC, F C";"Real San Sebastián";"44";"7";"42060";"68485280";"04.06.2001";"30.06.2029";"45104608";"1742"
"Le Normand, Robin";"Espagne / France / Pays Basque";"D C";"A. Madrid";"23";"1";"87020";"46988230";"11.11.1996";"30.06.2029";"48037162";"1687"
"Kolo Muani, Randal";"France / R.D. Congo";"AM RL, ST";"Spurs";"31";"9";"173030";"21172380";"05.12.1998";"30.06.2028";"48043873";"728"
"Badé, Loïc";"France / Côte d'Ivoire";"D C";"Bayer 04 Leverkusen";"1";"0";"115350";"61284100";"11.04.2000";"30.06.2030";"49039789";"901"
"Kalulu, Pierre";"France / R.D. Congo";"D RC";"Juventus";"1";"0";"59380";"56445880";"05.06.2000";"30.06.2029";"49045184";"1139"
"Robertson, Andrew";"Écosse";"D/WB L";"Liverpool";"84";"4";"203000";"32114990";"11.03.1994";"30.06.2026";"61043456";"676"
"Carvajal, Dani";"Espagne";"D/WB R";"R. Madrid";"51";"1";"199950";"12284400";"11.01.1992";"30.06.2026";"67139735";"1736"
"Llorente, Marcos";"Espagne";"D/WB R, DM, AM RC";"A. Madrid";"19";"0";"154230";"55378980";"30.01.1995";"30.06.2027";"67196198";"1687"
"Balde, Alejandro";"Espagne / Guinée-Bissau / Rép. Dominicaine";"D/WB L";"Barcelone";"7";"0";"84710";"100463510";"18.10.2003";"30.06.2028";"67296654";"1708"
"Lunin, Andriy";"Ukraine";"GK";"R. Madrid";"16";"0";"53830";"33563020";"11.02.1999";"30.06.2030";"71099053";"1736"
"Ramos, Gonçalo";"Portugal";"ST";"Paris SG";"16";"9";"106030";"53906680";"20.06.2001";"30.06.2028";"83209468";"868"
"Conceição, Francisco";"Portugal";"AM RC";"Juventus";"11";"2";"135720";"81451490";"14.12.2002";"30.06.2030";"83261140";"1139"
"Hincapié, Piero";"Équateur";"D LC";"Arsenal";"48";"2";"96130";"60148790";"09.01.2002";"30.06.2029";"86066853";"602"
"Kerkez, Miloš";"Hongrie / Serbie";"D/WB/M L";"Liverpool";"23";"0";"162400";"84725240";"07.11.2003";"30.06.2030";"2000011147";"676"
"Paz, Nico";"Argentine / Espagne";"AM/F C";"Como";"3";"0";"17930";"99646500";"08.09.2004";"30.06.2028";"2000163799";"1123"
"Froholdt, Victor";"Danemark";"DM, AM C";"FC Porto";"2";"0";"34610";"85210790";"25.02.2006";"30.06.2030";"2000202295";"1478"
"Navas, Keylor";"Costa Rica / Espagne";"GK";"Pumas";"114";"0";"35800";"3413130";"15.12.1986";"30.06.2026";"8826969";"1260"
"Soulé, Matías";"Argentine / Italie";"AM RC";"AS Roma";"0";"0";"71330";"91955470";"15.04.2003";"30.06.2029";"14222108";"1100"
"Trippier, Kieran";"Angleterre";"D/WB R";"Newcastle";"54";"1";"133400";"4613120";"19.09.1990";"30.06.2026";"28018613";"688"
"Maddison, James";"Angleterre / Irlande";"AM RLC";"Spurs";"7";"0";"170520";"44805000";"23.11.1996";"30.06.2028";"28093567";"728"
"Chalobah, Trevoh";"Angleterre / Sierra Leone";"D RC";"Chelsea";"1";"0";"116000";"56454290";"05.07.1999";"30.06.2028";"28103591";"630"
"Livramento, Tino";"Angleterre / Portugal / Écosse";"D/WB RL";"Newcastle";"1";"0";"87000";"82793070";"12.11.2002";"30.06.2028";"28124569";"688"
"Mancini, Gianluca";"Italie";"D C";"AS Roma";"14";"0";"124920";"41931220";"17.04.1996";"30.06.2027";"43093502";"1100"
"Vicario, Guglielmo";"Italie";"GK";"Spurs";"4";"0";"78880";"44805000";"07.10.1996";"30.06.2028";"43155241";"728"
"Torreira, Lucas";"Uruguay / Espagne";"DM";"Galatasaray";"40";"0";"108440";"49027280";"11.02.1996";"30.06.2028";"43201830";"1871"
"Chevalier, Lucas";"France";"GK";"Paris SG";"0";"0";"83990";"46563520";"06.11.2001";"30.06.2030";"49048357";"868"
"Williams, Iñaki";"Ghana / Espagne / Pays Basque";"AM RLC, F C";"A. Bilbao";"23";"2";"173030";"347999990";"15.06.1994";"30.06.2028";"67184349";"1664"
"Adams, Tyler";"États-Unis";"DM";"Bournemouth";"50";"2";"69600";"62428300";"14.02.1999";"30.06.2028";"72044918";"600"
"Kiwior, Jakub";"Pologne";"D LC, DM";"FC Porto";"35";"2";"67280";"32394430";"15.02.2000";"30.06.2027";"96102946";"1478"
"Savinho";"Brésil";"AM RL";"Man City";"7";"1";"139200";"75067470";"10.04.2004";"30.06.2031";"2000011972";"679"
"Hulk";"Brésil";"AM R, ST";"ATM";"49";"11";"65340";"347999990";"25.07.1986";"31.12.2026";"2105510";"314"
"Benzema, Karim";"France / Algérie";"ST";"Al Hilal";"97";"37";"961280";"347999990";"19.12.1987";"30.06.2027";"8435089";"102852"
"Bounou, Yassine";"Maroc / Canada";"GK";"Al Hilal";"74";"0";"192260";"29864700";"05.04.1991";"30.06.2028";"12029963";"102852"
"Otamendi, Nicolás";"Argentine";"D C";"Benfica";"126";"7";"48450";"6954130";"12.02.1988";"30.06.2026";"14004589";"1487"
"Ocampos, Lucas";"Argentine / Espagne";"AM RL, ST";"Monterrey";"12";"2";"33930";"347999990";"11.07.1994";"30.06.2027";"14031132";"1257"
"Dybala, Paulo";"Argentine / Pologne / Italie";"AM RC, F C";"AS Roma";"40";"4";"249850";"28682550";"15.11.1993";"30.06.2026";"14044150";"1100"
"Bentancur, Rodrigo";"Uruguay";"DM";"Spurs";"70";"3";"127600";"49590000";"25.06.1997";"30.06.2029";"14094572";"728"
"González, Nicolás";"Argentine / Italie";"AM RL, ST";"A. Madrid";"43";"6";"90990";"39096710";"06.04.1998";"30.06.2029";"14181375";"1687"
"Pedro";"Brésil";"ST";"FLA";"6";"1";"29040";"19171520";"20.06.1997";"31.12.2027";"19259566";"322"
"Ibañez, Roger";"Brésil / Italie / Uruguay";"D C";"Al Ahli";"3";"0";"192260";"65145590";"23.11.1998";"30.06.2027";"19337893";"102850"
"Antony";"Brésil / Portugal";"AM R";"Real Hispalis";"16";"2";"73180";"60148790";"24.02.2000";"30.06.2030";"19338230";"1733"
"Hjulmand, Morten";"Danemark";"DM";"Sporting CP";"19";"1";"38450";"74902780";"25.06.1999";"30.06.2028";"27132703";"1489"
"Szczesny, Wojciech";"Pologne";"GK";"Barcelone";"84";"0";"60150";"11095600";"18.04.1990";"30.06.2027";"28009478";"1708"
"Rashford, Marcus";"Angleterre";"AM RL, ST";"Barcelone";"62";"17";"272600";"63800000";"31.10.1997";"30.06.2028";"28100266";"1708"
"Mount, Mason";"Angleterre";"AM RLC";"Man Utd";"36";"5";"232000";"60899990";"10.01.1999";"30.06.2028";"28103590";"680"
"Anderson, Elliot";"Angleterre / Écosse";"DM, AM LC";"Nott'm Forest";"0";"0";"81200";"68994480";"06.11.2002";"30.06.2029";"28127254";"692"
"Toney, Ivan";"Angleterre / Jamaïque";"ST";"Al Ahli";"7";"1";"384510";"66351990";"16.03.1996";"30.06.2028";"29116247";"102850"
"Robinson, Antonee";"États-Unis / Angleterre / Jamaïque";"D/WB L";"Fulham";"50";"4";"75400";"57420000";"08.08.1997";"30.06.2028";"29125265";"654"
"Konsa, Ezri";"Angleterre / R.D. Congo / Angola";"D C";"Aston Villa";"12";"0";"121800";"57420000";"23.10.1997";"30.06.2028";"29141827";"603"
"Gibbs-White, Morgan";"Angleterre / Jamaïque";"AM RC";"Nott'm Forest";"4";"0";"174000";"54549000";"27.01.2000";"30.06.2028";"29175220";"692"
"Meret, Alex";"Italie";"GK";"Parthenope";"3";"0";"89260";"20049600";"22.03.1997";"30.06.2027";"43140326";"1150"
"Amad";"Côte d'Ivoire / Italie";"WB R, AM RC";"Man Utd";"6";"1";"116000";"68614000";"11.07.2002";"30.06.2030";"43425040";"680"
"Guendouzi, Mattéo";"France / Maroc";"DM";"Fenerbahçe";"14";"2";"96390";"47141620";"14.04.1999";"30.06.2030";"48037391";"1870"
"Fofana, Youssouf";"France / Mali";"DM";"Casciavit";"25";"3";"107190";"28570680";"10.01.1999";"30.06.2028";"49045776";"1099"
"Sørloth, Alexander";"Norvège";"ST";"A. Madrid";"63";"24";"76070";"45111590";"05.12.1995";"30.06.2028";"53063430";"1687"
"Cancelo, João";"Portugal";"D/WB RL";"Barcelone";"60";"10";"288380";"55164390";"27.05.1994";"30.06.2027";"55041623";"1708"
"Neves, Rúben";"Portugal";"DM";"Al Hilal";"58";"0";"480640";"67883200";"13.03.1997";"30.06.2029";"55070307";"102852"
"Canales, Sergio";"Espagne";"AM C";"Monterrey";"11";"1";"96130";"2052600";"16.02.1991";"30.06.2026";"67053076";"1257"
"Íñigo Martínez";"Espagne / Pays Basque";"D C";"Al Nassr";"21";"1";"269160";"9160360";"17.05.1991";"30.06.2026";"67104772";"102862"
"Remiro, Álex";"Espagne / Pays Basque";"GK";"Real San Sebastián";"2";"0";"74090";"70173590";"24.03.1995";"30.06.2027";"67183918";"1742"
"Hernández, Lucas";"France / Espagne";"D LC";"Paris SG";"39";"0";"366290";"28420300";"14.02.1996";"30.06.2028";"67197145";"868"
"Hernández, Théo";"France / Espagne";"D/WB L";"Al Hilal";"38";"2";"384510";"70156800";"06.10.1997";"30.06.2028";"67211695";"102852"
"Cucurella, Marc";"Espagne";"D LC, M L";"Chelsea";"17";"0";"127600";"71775000";"22.07.1998";"30.06.2028";"67215284";"630"
"Comesaña, Santi";"Espagne";"DM";"Villarreal";"0";"0";"74090";"76605120";"05.10.1996";"30.06.2028";"67224142";"1777"
"Vivian, Dani";"Espagne / Pays Basque";"D C, DM";"A. Bilbao";"9";"0";"73180";"91350960";"05.07.1999";"30.06.2032";"67256618";"1664"
"Rodríguez, James";"Colombie / Espagne";"AM RLC";"Minnesota";"122";"31";"25760";"1286990";"12.07.1991";"30.06.2026";"76002390";"20030048"
"Arambarri, Mauro";"Uruguay / Espagne";"DM";"Getafe";"12";"0";"48060";"12029760";"30.09.1995";"30.06.2028";"78064881";"1710"
"Araujo, Ronald";"Uruguay / Espagne";"D C";"Barcelone";"23";"1";"240340";"36540390";"07.03.1999";"30.06.2031";"78085068";"1708"
"Alderete, Omar";"Paraguay";"D C";"Sunderland";"29";"3";"87000";"57420000";"26.12.1996";"30.06.2029";"79027217";"722"
"Félix, João";"Portugal";"AM LC, F C";"Al Nassr";"45";"9";"672900";"72383990";"10.11.1999";"30.06.2027";"83169822";"102862"
"Koulibaly, Kalidou";"Sénégal / France";"D C";"Al Hilal";"90";"1";"576770";"12791600";"20.06.1991";"30.06.2027";"85051083";"102852"
"Coman, Kingsley";"France / Guinée / Guadeloupe";"AM RL";"Al Nassr";"58";"8";"480640";"66351990";"13.06.1996";"30.06.2028";"85104424";"102862"
"Johnny Cardoso";"États-Unis / Brésil / Italie";"DM, AM C";"A. Madrid";"22";"0";"76070";"57527640";"20.09.2001";"30.06.2030";"89066513";"1687"
"Gündogan, Ilkay";"Allemagne / Turquie";"DM, AM C";"Galatasaray";"81";"18";"108440";"347999990";"24.10.1990";"30.06.2027";"91003875";"1871"
"Orbán, Willi";"Hongrie / Allemagne / Pologne";"D C";"RB Leipzig";"58";"6";"115350";"347999990";"03.11.1992";"30.06.2027";"91011532";"91013388"
"Goretzka, Leon";"Allemagne";"DM, AM C";"FC Bayern München";"61";"15";"326830";"19957870";"06.02.1995";"30.06.2026";"91104807";"915"
"Anton, Waldemar";"Allemagne / Russie / Ouzbékistan";"D RC, DM";"Borussia Dortmund";"8";"0";"134580";"53220400";"20.07.1996";"30.06.2028";"91137493";"907"
"Raum, David";"Allemagne";"D/WB/M L";"RB Leipzig";"28";"0";"115350";"40099190";"22.04.1998";"30.06.2027";"91175517";"91013388"
"Woltemade, Nick";"Allemagne";"AM/F C";"Newcastle";"2";"0";"156600";"82530130";"14.02.2002";"30.06.2031";"91187791";"688"
"Stanišic, Josip";"Croatie / Allemagne";"D RLC";"FC Bayern München";"24";"0";"115350";"26796280";"02.04.2000";"30.06.2029";"91190673";"915"
"Onana, Amadou";"Belgique / Sénégal";"DM";"Aston Villa";"22";"0";"127600";"80917730";"16.08.2001";"30.06.2029";"91207274";"603"
"Beier, Maximilian";"Allemagne";"AM RLC, F C";"Borussia Dortmund";"4";"0";"105740";"94520210";"17.10.2002";"30.06.2029";"91207281";"907"
"Khusanov, Abdukodir";"Ouzbékistan";"D RC";"Man City";"21";"0";"92800";"77387470";"29.02.2004";"30.06.2029";"2000168014";"679"
"Diomandé, Yan";"Côte d'Ivoire";"AM RL";"RB Leipzig";"0";"0";"48060";"85147420";"14.11.2006";"30.06.2030";"2000311833";"91013388"
"Saelemaekers, Alexis";"Belgique";"WB R, AM RL";"Casciavit";"16";"1";"88490";"35356210";"27.06.1999";"30.06.2031";"18097159";"1099"
"João Pedro";"Brésil";"AM RLC, F C";"Chelsea";"1";"0";"92800";"84143310";"26.09.2001";"30.06.2033";"19371552";"630"
"Dunk, Lewis";"Angleterre";"D C";"Brighton";"6";"0";"100920";"347999990";"21.11.1991";"30.06.2027";"29036189";"618"
"March, Solly";"Angleterre";"WB/AM RL";"Brighton";"0";"0";"66120";"26852660";"20.07.1994";"30.06.2026";"29090530";"618"
"Watkins, Ollie";"Angleterre";"AM RL, ST";"Aston Villa";"18";"5";"150800";"56260000";"30.12.1995";"30.06.2028";"29110623";"603"
"Gomez, Joe";"Angleterre / Gambie";"D RLC";"Liverpool";"15";"0";"139200";"45570600";"23.05.1997";"30.06.2027";"29115800";"676"
"Sánchez, Robert";"Espagne";"GK";"Chelsea";"1";"0";"81200";"44304750";"18.11.1997";"30.06.2030";"29156212";"630"
"Branthwaite, Jarrad";"Angleterre";"D RLC";"Everton";"1";"0";"156600";"62844930";"27.06.2002";"30.06.2030";"29226000";"650"
"de Roon, Marten";"Pays-Bas";"D C, DM";"Bergamo";"42";"1";"35660";"347999990";"29.03.1991";"30.06.2027";"37001813";"1106"
"Mazraoui, Noussair";"Maroc / Pays-Bas";"D RLC";"Man Utd";"32";"2";"139200";"69621750";"14.11.1997";"30.06.2028";"37052470";"680"
"Acerbi, Francesco";"Italie";"D C";"Blu-neri";"34";"1";"53590";"3911040";"10.02.1988";"30.06.2026";"43017499";"1135"
"Di Gregorio, Michele";"Italie";"GK";"Juventus";"0";"0";"71330";"38302560";"27.07.1997";"30.06.2029";"43161669";"1139"
"Kean, Moise";"Italie / Côte d'Ivoire";"ST";"Fiorentina";"21";"7";"111240";"32999130";"28.02.2000";"30.06.2029";"43274977";"1129"
"Safonov, Matvey";"Russie";"GK";"Paris SG";"15";"0";"59570";"22330240";"25.02.1999";"30.06.2029";"58123738";"868"
"Torres, Pau";"Espagne";"D C";"Aston Villa";"24";"1";"150800";"55697400";"16.01.1997";"30.06.2028";"67217522";"603"
"Trincão, Francisco";"Portugal";"AM RC";"Sporting CP";"11";"2";"80750";"60148790";"29.12.1999";"30.06.2030";"83137935";"1489"
"Pavard, Benjamin";"France";"D RC";"Olympique de Marseille";"55";"5";"146360";"23142250";"28.03.1996";"30.06.2028";"85120944";"866"
"Schär, Fabian";"Suisse";"D C";"Newcastle";"86";"8";"104400";"11815890";"20.12.1991";"30.06.2026";"98007212";"688"
"Moleiro, Alberto";"Espagne / Cuba";"AM LC";"Villarreal";"0";"0";"71490";"111555940";"30.09.2003";"30.06.2030";"2000028320";"1777"
"O'Reilly, Nico";"Angleterre / Jamaïque";"D L, AM C";"Man City";"0";"0";"69600";"65953730";"21.03.2005";"30.06.2030";"2000101285";"679"
"Murillo";"Brésil";"D C, DM";"Nott'm Forest";"1";"0";"104400";"57082440";"04.07.2002";"30.06.2029";"2000123482";"692"
"Tapsoba, Edmond";"Burkina Faso";"D C";"Bayer 04 Leverkusen";"52";"1";"96130";"46769440";"02.02.1999";"30.06.2028";"13196616";"901"
"Lo Celso, Giovani";"Argentine / Italie";"AM LC";"Real Hispalis";"61";"3";"116000";"52277570";"09.04.1996";"30.06.2027";"14108651";"1733"
"Simeone, Giuliano";"Argentine / Italie";"WB R, AM RL";"A. Madrid";"5";"1";"70720";"72579540";"18.12.2002";"30.06.2030";"14250859";"1687"
"Alaba, David";"Autriche / Philippines / Nigeria";"D LC";"R. Madrid";"107";"15";"432580";"10282380";"24.06.1992";"30.06.2026";"16010162";"1736"
"Baumgartner, Christoph";"Autriche";"AM RLC";"RB Leipzig";"51";"19";"86510";"41572840";"01.08.1999";"30.06.2028";"16184707";"91013388"
"Openda, Loïs";"Belgique / Maroc / R.D. Congo";"AM LC, F C";"Juventus";"27";"3";"115350";"41572840";"16.02.2000";"30.06.2028";"18101745";"1139"
"Theate, Arthur";"Belgique";"D LC";"Eintracht Frankfurt";"25";"0";"48060";"37415550";"25.05.2000";"30.06.2029";"18105815";"912"
"Saibari, Ismael";"Maroc / Belgique / Espagne";"AM RLC, F C";"PSV";"13";"3";"6520";"48740570";"28.01.2001";"30.06.2029";"18105831";"1028"
"Højlund, Rasmus";"Danemark";"ST";"Parthenope";"26";"8";"92800";"82378560";"04.02.2003";"30.06.2028";"27160181";"1150"
"Maguire, Harry";"Angleterre";"D C";"Man Utd";"64";"7";"232000";"20698900";"05.03.1993";"30.06.2026";"28049740";"680"
"Angeliño";"Espagne";"D LC, M L";"AS Roma";"0";"0";"71330";"34835170";"04.01.1997";"30.06.2028";"28095342";"1100"
"Díaz, Brahim";"Maroc / Espagne";"AM RLC";"R. Madrid";"10";"8";"140350";"38795970";"03.08.1999";"30.06.2027";"28106999";"1736"
"Gallagher, Conor";"Angleterre / Écosse / Irlande";"DM, AM LC";"Spurs";"22";"1";"139200";"51794000";"06.02.2000";"30.06.2031";"28108036";"728"
"Bradley, Conor";"Irlande du Nord";"D/WB R";"Liverpool";"25";"4";"139200";"57474130";"09.07.2003";"30.06.2030";"28127166";"676"
"Cash, Matty";"Pologne / Angleterre";"D/WB R";"Aston Villa";"19";"2";"92800";"53974800";"07.08.1997";"30.06.2029";"29147447";"603"
"Pote";"Portugal";"AM RLC";"Sporting CP";"3";"0";"73060";"71677300";"28.06.1998";"30.06.2030";"29192705";"1489"
"Depay, Memphis";"Pays-Bas / Ghana";"AM LC, F C";"COR";"102";"50";"105270";"10353780";"13.02.1994";"20.06.2026";"37024470";"319"
"Kluivert, Justin";"Pays-Bas / Suriname";"AM RLC";"Bournemouth";"7";"0";"104400";"59972000";"05.05.1999";"30.06.2028";"37055841";"600"
"Malen, Donyell";"Pays-Bas / Suriname";"AM RL, ST";"AS Roma";"43";"11";"150800";"54520000";"19.01.1999";"30.06.2029";"37055844";"1100"
"Cristante, Bryan";"Italie / Canada";"DM";"AS Roma";"43";"2";"100050";"30084920";"03.03.1995";"30.06.2027";"43091113";"1100"
"Zielinski, Piotr";"Pologne / Italie";"AM C";"Blu-neri";"99";"14";"160590";"18108020";"20.05.1994";"30.06.2028";"43093171";"1135"
"Romagnoli, Alessio";"Italie";"D C";"Celesti";"13";"2";"107190";"347999990";"12.01.1995";"30.06.2027";"43093395";"1140"
"Cambiaso, Andrea";"Italie";"D/WB/M RL";"Juventus";"14";"3";"85600";"43543970";"20.02.2000";"30.06.2029";"43339195";"1139"
"Endo, Wataru";"Japon";"D C, DM";"Liverpool";"70";"4";"110200";"24597180";"09.02.1993";"30.06.2027";"45030953";"676"
"Sarr, Ismaïla";"Sénégal";"AM RLC, F C";"Crystal Palace";"71";"16";"92800";"59972000";"25.02.1998";"30.06.2029";"48042766";"642"
"Lukeba, Castello";"France / Angola";"D LC";"RB Leipzig";"1";"0";"115350";"80198390";"17.12.2002";"30.06.2029";"49056273";"91013388"
"Palhinha, João";"Portugal";"DM";"Spurs";"34";"2";"230710";"24856490";"09.07.1995";"30.06.2028";"55070285";"728"
"Šeško, Benjamin";"Slovénie / Bosnie";"ST";"Man Utd";"41";"16";"266800";"84195890";"31.05.2003";"30.06.2030";"62246208";"680"
